frame,body,min_z,x,y,z
1455,2,-1.000021,3735.949659,735.620359,15.063689
1455,3,-1.000022,3744.513158,903.734806,5.100781
1456,0,-1.000021,3731.108376,290.676929,15.063687
1456,1,-1.000015,3712.825321,489.550741,5.100788
1456,2,-1.000021,3735.949659,735.620359,15.063689
1456,3,-1.000022,3744.513158,903.734806,5.100781
1457,0,-1.000021,3731.108376,290.676929,15.063687
1457,1,-1.000015,3712.825321,489.550741,5.100788
1457,2,-1.000021,3735.949659,735.620359,15.063689
1457,3,-1.000022,3744.513158,903.734806,5.100781
1458,0,-1.000021,3731.108376,290.676929,15.063687
1458,1,-1.000015,3712.825321,489.550741,5.100788
1458,2,-1.000021,3735.949659,735.620359,15.063689
1458,3,-1.000022,3744.513158,903.734806,5.100781
1459,0,-1.000021,3731.108376,290.676929,15.063687
1459,1,-1.000015,3712.825321,489.550741,5.100788
1459,2,-1.000021,3735.949659,735.620359,15.063689
1459,3,-1.000022,3744.513158,903.734806,5.100781
1460,0,-1.000021,3731.108376,290.676929,15.063687
1460,1,-1.000015,3712.825321,489.550741,5.100788
1460,2,-1.000021,3735.949659,735.620359,15.063689
1460,3,-1.000022,3744.513158,903.734806,5.100781
1461,0,-1.000021,3731.108376,290.676929,15.063687
1461,1,-1.000015,3712.825321,489.550741,5.100788
1461,2,-1.000021,3735.949659,735.620359,15.063689
1461,3,-1.000022,3744.513158,903.734806,5.100781
1462,0,-1.000021,3731.108376,290.676929,15.063687
1462,1,-1.000015,3712.825321,489.550741,5.100788
1462,2,-1.000021,3735.949659,735.620359,15.063689
1462,3,-1.000022,3744.513158,903.734806,5.100781
1463,0,-1.000021,3731.108376,290.676929,15.063687
1463,1,-1.000015,3712.825321,489.550741,5.100788
1463,2,-1.000021,3735.949659,735.620359,15.063689
1463,3,-1.000022,3744.513158,903.734806,5.100781
1464,0,-1.000021,3731.108376,290.676929,15.063687
1464,1,-1.000015,3712.825321,489.550741,5.100788
1464,2,-1.000021,3735.949659,735.620359,15.063689
1464,3,-1.000022,3744.513158,903.734806,5.100781
1465,0,-1.000021,3731.108376,290.676929,15.063687
1465,1,-1.000015,3712.825321,489.550741,5.100788
1465,2,-1.000021,3735.949659,735.620359,15.063689
1465,3,-1.000022,3744.513158,903.734806,5.100781
1466,0,-1.000021,3731.108376,290.676929,15.063687
1466,1,-1.000015,3712.825321,489.550741,5.100788
1466,2,-1.000021,3735.949659,735.620359,15.063689
1466,3,-1.000022,3744.513158,903.734806,5.100781
1467,0,-1.000021,3731.108376,290.676929,15.063687
1467,1,-1.000015,3712.825321,489.550741,5.100788
1467,2,-1.000021,3735.949659,735.620359,15.063689
1467,3,-1.000022,3744.513158,903.734806,5.100781
1468,0,-1.000021,3731.108376,290.676929,15.063687
1468,1,-1.000015,3712.825321,489.550741,5.100788
1468,2,-1.000021,3735.949659,735.620359,15.063689
1468,3,-1.000022,3744.513158,903.734806,5.100781
1469,0,-1.000021,3731.108376,290.676929,15.063687
1469,1,-1.000015,3712.825321,489.550741,5.100788
1469,2,-1.000021,3735.949659,735.620359,15.063689
1469,3,-1.000022,3744.513158,903.734806,5.100781
1470,0,-1.000021,3731.108376,290.676929,15.063687
1470,1,-1.000015,3712.825321,489.550741,5.100788
1470,2,-1.000021,3735.949659,735.620359,15.063689
1470,3,-1.000022,3744.513158,903.734806,5.100781
